rang_ville;domaine_chruth;code_departement;libelle_commune;nb_prospects;nb_societes;nb_chaude;score_moyen;categories_principales
4911;PRIVE;77;MONTIGNY-SUR-LOING;30;30;0;16.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
4912;PRIVE;77;VOULX;16;16;0;16.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
4913;PRIVE;34;FRONTIGNAN;6;6;0;16.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
4914;PRIVE;02;MONTREUIL-AUX-LIONS;3;3;0;16.7;IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
4915;PRIVE;06;LE ROURET;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_COMMERCE
4916;PRIVE;13;CARRY-LE-ROUET;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_COMMERCE
4917;PRIVE;14;HEROUVILLE-SAINT-CLAIR;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE
4918;PRIVE;18;VIERZON;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_BUREAU
4919;PRIVE;28;TREMBLAY-LES-VILLAGES;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
4920;PRIVE;29;CONCARNEAU;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
4921;PRIVE;30;SAINT-JEAN-DU-GARD;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE
4922;PRIVE;31;LABARTHE-SUR-LEZE;3;3;0;16.7;PRIV_SANTE_CABINET, PRIV_RESTAURANT
4923;PRIVE;31;ROQUES;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE
4924;PRIVE;31;VILLENEUVE-TOLOSANE;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE
4925;PRIVE;44;GRANDCHAMP-DES-FONTAINES;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE
4926;PRIVE;45;CHATILLON-COLIGNY;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
4927;PRIVE;45;LA FERTE-SAINT-AUBIN;3;3;0;16.7;PRIV_SANTE_CABINET, PRIV_RESTAURANT
4928;PRIVE;47;PONT-DU-CASSE;3;3;0;16.7;PRIV_SANTE_CABINET, PRIV_BUREAU
4929;PRIVE;54;NEUVES-MAISONS;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE
4930;PRIVE;54;VANDŒUVRE-LES-NANCY;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_RESTAURANT
4931;PRIVE;60;LACROIX-SAINT-OUEN;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE
4932;PRIVE;62;BERCK;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
4933;PRIVE;69;VAULX-EN-VELIN;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE
4934;PRIVE;71;CLUNY;3;3;0;16.7;PRIV_SANTE_CABINET, PRIV_BUREAU, PRIV_RESTAURANT
4935;PRIVE;73;LA MOTTE-SERVOLEX;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
4936;PRIVE;82;BEAUMONT-DE-LOMAGNE;3;3;0;16.7;PRIV_SANTE_CABINET, PRIV_RESTAURANT
4937;PRIVE;83;BRIGNOLES;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE
4938;PRIVE;83;PUGET-VILLE;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
4939;PRIVE;85;BREM-SUR-MER;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
4940;PRIVE;85;LONGEVILLE-SUR-MER;3;3;0;16.7;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_COMMERCE
4941;PRIVE;91;MAUCHAMPS;3;3;0;16.7;IMMO_AGENCE, PRIV_BUREAU
4942;PRIVE;972;LE MARIN;3;3;0;16.7;PRIV_SANTE_CABINET, IMMO_AGENCE
4943;PRIVE;972;SCHŒLCHER;11;11;0;16.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
4944;PRIVE;77;MONTEREAU-FAULT-YONNE;122;121;0;16.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
4945;PRIVE;81;ALBI;15;15;0;16.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
4946;PRIVE;91;MOIGNY-SUR-ECOLE;10;10;0;16.6;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
4947;PRIVE;77;SAINT-REMY-DE-LA-VANNE;5;5;0;16.6;PRIV_LOISIRS, PRIV_BUREAU
4948;PRIVE;78;HOUDAN;69;69;0;16.6;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
4949;PRIVE;77;COULOMMIERS;147;145;0;16.6;PRIV_LOISIRS, PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
4950;PRIVE;33;BEGLES;9;9;0;16.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
4951;PRIVE;973;CAYENNE;9;9;0;16.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
4952;PRIVE;77;NOISY-SUR-ECOLE;11;11;0;16.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
4953;PRIVE;83;FREJUS;21;21;0;16.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_COMMERCE
4954;PRIVE;83;SAINT-RAPHAEL;34;34;0;16.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
4955;PRIVE;78;ABLIS;26;26;0;16.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
4956;PRIVE;27;VERNON;16;16;0;16.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
4957;PRIVE;77;CHEVRY-EN-SEREINE;6;6;0;16.5;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
4958;PRIVE;95;BRAY-ET-LU;6;6;0;16.5;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
4959;PRIVE;77;AMPONVILLE;4;4;0;16.5;PRIV_LOISIRS, PRIV_RESTAURANT
4960;PRIVE;95;FREMAINVILLE;4;4;0;16.5;PRIV_LOISIRS, IMMO_AGENCE
4961;PRIVE;78;BREVAL;17;17;0;16.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
4962;PRIVE;78;FRENEUSE;30;30;0;16.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
4963;PRIVE;34;CASTELNAU-LE-LEZ;10;10;0;16.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
4964;PRIVE;27;VERNEUIL D'AVRE ET D'ITON;5;5;0;16.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
4965;PRIVE;40;SEIGNOSSE;5;5;0;16.4;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
4966;PRIVE;56;LARMOR-PLAGE;5;5;0;16.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
4967;PRIVE;56;LE PALAIS;5;5;0;16.4;PRIV_SANTE_CABINET, PRIV_LOISIRS, PRIV_RESTAURANT
4968;PRIVE;77;LES ECRENNES;5;5;0;16.4;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
4969;PRIVE;77;NEUFMOUTIERS-EN-BRIE;5;5;0;16.4;PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
4970;PRIVE;77;VILLIERS-EN-BIERE;5;5;0;16.4;PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
4971;PRIVE;78;AUTEUIL;5;5;0;16.4;PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
4972;PRIVE;51;REIMS;38;38;0;16.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
4973;PRIVE;83;SIX-FOURS-LES-PLAGES;18;18;0;16.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_COMMERCE
4974;PRIVE;78;POIGNY-LA-FORET;8;8;0;16.4;PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
4975;PRIVE;77;MOUROUX;30;30;0;16.4;PRIV_LOISIRS, PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
4976;PRIVE;83;DRAGUIGNAN;12;12;0;16.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
4977;PRIVE;971;PETIT-BOURG;9;9;0;16.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
4978;PRIVE;14;VIRE NORMANDIE;3;3;0;16.3;PRIV_SANTE_CENTRE, PRIV_LOISIRS
4979;PRIVE;17;ECHILLAIS;3;3;0;16.3;PRIV_SANTE_CENTRE, PRIV_LOISIRS
4980;PRIVE;30;AIGUES-MORTES;3;3;0;16.3;PRIV_SANTE_CABINET, PRIV_LOISIRS
4981;PRIVE;59;MONS-EN-BARŒUL;3;3;0;16.3;PRIV_SANTE_CENTRE, PRIV_LOISIRS
4982;PRIVE;77;LECHELLE;3;3;0;16.3;PRIV_SANTE_CENTRE, PRIV_LOISIRS
4983;PRIVE;77;SAINT-GERMAIN-SUR-ECOLE;3;3;0;16.3;PRIV_LOISIRS, IMMO_AGENCE
4984;PRIVE;77;SAINT-MARTIN-EN-BIERE;3;3;0;16.3;PRIV_SANTE_CENTRE, PRIV_LOISIRS
4985;PRIVE;77;TRILBARDOU;3;3;0;16.3;PRIV_LOISIRS, PRIV_BUREAU
4986;PRIVE;91;ABBEVILLE-LA-RIVIERE;3;3;0;16.3;PRIV_SANTE_CENTRE, PRIV_LOISIRS
4987;PRIVE;91;TORFOU;3;3;0;16.3;PRIV_LOISIRS, IMMO_AGENCE
4988;PRIVE;95;LABBEVILLE;3;3;0;16.3;PRIV_LOISIRS, IMMO_AGENCE
4989;PRIVE;77;CROUY-SUR-OURCQ;14;14;0;16.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
4990;PRIVE;37;SAINT-AVERTIN;7;7;0;16.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
4991;PRIVE;59;WASQUEHAL;7;7;0;16.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
4992;PRIVE;91;CHEPTAINVILLE;7;7;0;16.3;PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
4993;PRIVE;91;CHALO-SAINT-MARS;18;18;0;16.3;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
4994;PRIVE;06;MOUGINS;11;11;0;16.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
4995;PRIVE;78;ROSNY-SUR-SEINE;32;32;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
4996;PRIVE;83;LE LAVANDOU;8;8;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
4997;PRIVE;09;FOIX;4;4;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
4998;PRIVE;27;PACY-SUR-EURE;4;4;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
4999;PRIVE;33;SAINT-ANDRE-DE-CUBZAC;4;4;0;16.2;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_BUREAU
5000;PRIVE;64;ARCANGUES;4;4;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
5001;PRIVE;77;AUBEPIERRE-OZOUER-LE-REPOS;4;4;0;16.2;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
5002;PRIVE;77;CRISENOY;4;4;0;16.2;IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5003;PRIVE;78;MILLEMONT;4;4;0;16.2;PRIV_BUREAU, IMMO_AGENCE, PRIV_RESTAURANT
5004;PRIVE;78;SAILLY;4;4;0;16.2;IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5005;PRIVE;971;SAINTE-ROSE;4;4;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
5006;PRIVE;77;SAINT-AUGUSTIN;13;13;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5007;PRIVE;77;SAINT-BRICE;5;5;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS
5008;PRIVE;06;VILLENEUVE-LOUBET;12;12;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5009;PRIVE;30;LES ANGLES;6;6;0;16.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5010;PRIVE;95;FREMECOURT;6;6;0;16.2;PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5011;PRIVE;66;SAINT-CYPRIEN;11;11;0;16.1;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
5012;PRIVE;77;VULAINES-SUR-SEINE;26;26;0;16.1;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
5013;PRIVE;06;MANDELIEU-LA-NAPOULE;13;13;0;16.1;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5014;PRIVE;58;NEVERS;12;12;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
5015;PRIVE;77;MONTGE-EN-GOELE;7;7;0;16.0;PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5016;PRIVE;77;PAMFOU;7;7;0;16.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5017;PRIVE;78;BLARU;5;5;0;16.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5018;PRIVE;95;GENAINVILLE;5;5;0;16.0;IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5019;PRIVE;07;ANNONAY;4;4;0;16.0;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5020;PRIVE;77;SAINT-OUEN-EN-BRIE;4;4;0;16.0;PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU
5021;PRIVE;77;VOULANGIS;4;4;0;16.0;PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
5022;PRIVE;02;DAMMARD;2;2;0;16.0;PRIV_LOISIRS, PRIV_BUREAU
5023;PRIVE;06;LA ROQUETTE-SUR-SIAGNE;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5024;PRIVE;10;ROMILLY-SUR-SEINE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5025;PRIVE;21;SEMUR-EN-AUXOIS;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5026;PRIVE;22;ROSTRENEN;2;2;0;16.0;PRIV_LOISIRS, PRIV_RESTAURANT
5027;PRIVE;27;CHATEAU-SUR-EPTE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5028;PRIVE;28;GOUSSAINVILLE;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5029;PRIVE;31;CARBONNE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5030;PRIVE;31;PORTET-SUR-GARONNE;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5031;PRIVE;31;VIEILLEVIGNE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5032;PRIVE;35;COMBOURG;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5033;PRIVE;37;TRUYES;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5034;PRIVE;38;CORENC;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5035;PRIVE;38;LUZINAY;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5036;PRIVE;41;VEUZAIN-SUR-LOIRE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5037;PRIVE;44;BRAINS;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5038;PRIVE;44;PONT-SAINT-MARTIN;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5039;PRIVE;45;PATAY;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5040;PRIVE;45;SAINT-BENOIT-SUR-LOIRE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5041;PRIVE;56;PONTIVY;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5042;PRIVE;58;MAGNY-COURS;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5043;PRIVE;60;BRETEUIL;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5044;PRIVE;60;MARGNY-LES-COMPIEGNE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5045;PRIVE;61;CHAMPEAUX SUR SARTHE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5046;PRIVE;63;SAINT-REMY-SUR-DUROLLE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5047;PRIVE;73;PORTE-DE-SAVOIE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5048;PRIVE;74;BONNEVILLE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5049;PRIVE;74;EPAGNY METZ-TESSY;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5050;PRIVE;74;RUMILLY;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5051;PRIVE;76;SAINT-AUBIN-LES-ELBEUF;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5052;PRIVE;77;DAMMARIE LES LYS;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5053;PRIVE;77;GERMIGNY-L'EVEQUE;2;2;0;16.0;PRIV_LOISIRS, PRIV_BUREAU
5054;PRIVE;77;MARCHEMORET;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5055;PRIVE;77;VILLENEUVE-SOUS-DAMMARTIN;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5056;PRIVE;78;FONTENAY-MAUVOISIN;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5057;PRIVE;78;MONTALET-LE-BOIS;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5058;PRIVE;78;PERRAY-EN-YVELINES (LE);2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5059;PRIVE;81;MAZAMET;2;2;0;16.0;PRIV_LOISIRS, PRIV_RESTAURANT
5060;PRIVE;83;CALLIAN;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5061;PRIVE;85;NESMY;2;2;0;16.0;PRIV_LOISIRS, PRIV_RESTAURANT
5062;PRIVE;89;SAINT-GEORGES-SUR-BAULCHE;2;2;0;16.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
5063;PRIVE;91;MONDEVILLE;2;2;0;16.0;PRIV_RESTAURANT, PRIV_LOISIRS
5064;PRIVE;95;LE HEAULME;2;2;0;16.0;PRIV_LOISIRS, IMMO_AGENCE
5065;PRIVE;77;EGREVILLE;10;10;0;15.9;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
5066;PRIVE;13;SALON-DE-PROVENCE;6;6;0;15.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
5067;PRIVE;27;BERNAY;6;6;0;15.8;PRIV_SANTE_CABINET, PRIV_BUREAU, PRIV_RESTAURANT
5068;PRIVE;13;SAUSSET-LES-PINS;5;5;0;15.8;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE
5069;PRIVE;77;FLAGY;5;5;0;15.8;PRIV_LOISIRS, PRIV_BUREAU, PRIV_RESTAURANT
5070;PRIVE;95;MAUDETOUR-EN-VEXIN;5;5;0;15.8;PRIV_LOISIRS, IMMO_AGENCE
5071;PRIVE;95;RONQUEROLLES;5;5;0;15.8;PRIV_LOISIRS, IMMO_AGENCE
5072;PRIVE;77;BOISSY-LE-CHATEL;19;19;0;15.8;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
5073;PRIVE;77;LA GRANDE-PAROISSE;14;14;0;15.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5074;PRIVE;77;SOUPPES-SUR-LOING;31;31;0;15.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5075;PRIVE;77;CHARTRETTES;25;25;0;15.8;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5076;PRIVE;06;ANTIBES;41;41;0;15.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
5077;PRIVE;06;SAINT-LAURENT-DU-VAR;12;12;0;15.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5078;PRIVE;28;GARANCIERES-EN-BEAUCE;14;14;0;15.7;PRIV_COMMERCE
5079;PRIVE;45;LE MALESHERBOIS;7;7;0;15.7;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5080;PRIVE;61;L'AIGLE;7;7;0;15.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
5081;PRIVE;83;ROQUEBRUNE-SUR-ARGENS;7;7;0;15.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
5082;PRIVE;83;SANARY-SUR-MER;7;7;0;15.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5083;PRIVE;64;BIDART;10;10;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5084;PRIVE;83;SAINT-CYR-SUR-MER;10;10;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
5085;PRIVE;77;GOUAIX;6;6;0;15.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5086;PRIVE;78;RAIZEUX;6;6;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5087;PRIVE;91;ECHARCON;6;6;0;15.7;PRIV_LOISIRS, IMMO_AGENCE
5088;PRIVE;91;LA FORET-LE-ROI;6;6;0;15.7;PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5089;PRIVE;01;BOURG-EN-BRESSE;3;3;0;15.7;PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5090;PRIVE;13;VENTABREN;3;3;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5091;PRIVE;14;SOULEUVRE EN BOCAGE;3;3;0;15.7;PRIV_SANTE_CABINET, PRIV_LOISIRS, PRIV_RESTAURANT
5092;PRIVE;31;RAMONVILLE-SAINT-AGNE;3;3;0;15.7;PRIV_SANTE_CABINET, PRIV_LOISIRS, PRIV_BUREAU
5093;PRIVE;34;SAINT-JEAN-DE-VEDAS;3;3;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5094;PRIVE;59;SAINT-ANDRE-LEZ-LILLE;3;3;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
