rang_ville;domaine_chruth;code_departement;libelle_commune;nb_prospects;nb_societes;nb_chaude;score_moyen;categories_principales
3785;PRIVE;14;MOYAUX;1;1;0;20.0;PRIV_SANTE_CABINET
3786;PRIVE;14;NOTRE-DAME-D'ESTREES-CORBON;1;1;0;20.0;PRIV_RESTAURANT
3787;PRIVE;14;RANVILLE;1;1;0;20.0;PRIV_SANTE_CABINET
3788;PRIVE;14;SAINT-GATIEN-DES-BOIS;1;1;0;20.0;PRIV_SANTE_CABINET
3789;PRIVE;14;SOLIERS;1;1;0;20.0;PRIV_SANTE_CABINET
3790;PRIVE;14;TOUQUES;1;1;0;20.0;PRIV_RESTAURANT
3791;PRIVE;14;VILLERS-SUR-MER;1;1;0;20.0;PRIV_SANTE_CABINET
3792;PRIVE;15;CHAUDES-AIGUES;1;1;0;20.0;PRIV_SANTE_CABINET
3793;PRIVE;15;NEUSSARGUES EN PINATELLE;1;1;0;20.0;PRIV_SANTE_CABINET
3794;PRIVE;17;AIGREFEUILLE-D'AUNIS;1;1;0;20.0;PRIV_SANTE_CABINET
3795;PRIVE;17;AULNAY;1;1;0;20.0;PRIV_SANTE_CABINET
3796;PRIVE;17;AYTRE;1;1;0;20.0;PRIV_SANTE_CABINET
3797;PRIVE;17;BREUILLET;1;1;0;20.0;PRIV_SANTE_CABINET
3798;PRIVE;17;BUSSAC-SUR-CHARENTE;1;1;0;20.0;PRIV_SANTE_CABINET
3799;PRIVE;17;CHANIERS;1;1;0;20.0;PRIV_SANTE_CABINET
3800;PRIVE;17;LA CLISSE;1;1;0;20.0;PRIV_SANTE_CABINET
3801;PRIVE;17;LE BOIS-PLAGE-EN-RE;1;1;0;20.0;PRIV_SANTE_CABINET
3802;PRIVE;17;LE CHATEAU-D'OLERON;1;1;0;20.0;PRIV_SANTE_CABINET
3803;PRIVE;17;LES GONDS;1;1;0;20.0;PRIV_SANTE_CABINET
3804;PRIVE;17;MEDIS;1;1;0;20.0;PRIV_SANTE_CABINET
3805;PRIVE;17;MIRAMBEAU;1;1;0;20.0;PRIV_SANTE_CABINET
3806;PRIVE;17;NIEULLE-SUR-SEUDRE;1;1;0;20.0;PRIV_SANTE_CABINET
3807;PRIVE;17;SAINT-GENIS-DE-SAINTONGE;1;1;0;20.0;PRIV_SANTE_CABINET
3808;PRIVE;17;SAINT-JEAN-DE-LIVERSAY;1;1;0;20.0;PRIV_SANTE_CABINET
3809;PRIVE;17;SAINT-LAURENT-DE-LA-PREE;1;1;0;20.0;PRIV_SANTE_CABINET
3810;PRIVE;17;SAINT-PIERRE-D'OLERON;1;1;0;20.0;PRIV_SANTE_CABINET
3811;PRIVE;18;APREMONT-SUR-ALLIER;1;1;0;20.0;IMMO_AGENCE
3812;PRIVE;18;LERE;1;1;0;20.0;PRIV_SANTE_CABINET
3813;PRIVE;18;SAINT-DOULCHARD;1;1;0;20.0;PRIV_SANTE_CABINET
3814;PRIVE;18;SAINT-MARTIN-D'AUXIGNY;1;1;0;20.0;PRIV_SANTE_CABINET
3815;PRIVE;18;SANCERGUES;1;1;0;20.0;PRIV_SANTE_CABINET
3816;PRIVE;19;LA CHAPELLE-SAINT-GERAUD;1;1;0;20.0;PRIV_SANTE_CABINET
3817;PRIVE;19;PEYRELEVADE;1;1;0;20.0;PRIV_SANTE_CABINET
3818;PRIVE;19;SAINT-PRIVAT;1;1;0;20.0;PRIV_SANTE_CABINET
3819;PRIVE;19;SAINT-SOLVE;1;1;0;20.0;PRIV_SANTE_CABINET
3820;PRIVE;21;CHEVIGNY-SAINT-SAUVEUR;1;1;0;20.0;PRIV_SANTE_CABINET
3821;PRIVE;21;GILLY-LES-CITEAUX;1;1;0;20.0;PRIV_SANTE_CABINET
3822;PRIVE;22;CALORGUEN;1;1;0;20.0;PRIV_SANTE_CABINET
3823;PRIVE;22;PLOUER-SUR-RANCE;1;1;0;20.0;PRIV_SANTE_CABINET
3824;PRIVE;22;PLOUMILLIAU;1;1;0;20.0;PRIV_SANTE_CABINET
3825;PRIVE;22;SAINT-GLEN;1;1;0;20.0;PRIV_SANTE_CABINET
3826;PRIVE;24;AGONAC;1;1;0;20.0;PRIV_SANTE_CABINET
3827;PRIVE;24;BEAUMONTOIS EN PERIGORD;1;1;0;20.0;PRIV_SANTE_CABINET
3828;PRIVE;24;BOUNIAGUES;1;1;0;20.0;PRIV_SANTE_CABINET
3829;PRIVE;24;CHAMPAGNE-ET-FONTAINE;1;1;0;20.0;PRIV_BUREAU
3830;PRIVE;24;CHANCELADE;1;1;0;20.0;PRIV_RESTAURANT
3831;PRIVE;24;CREYSSE;1;1;0;20.0;PRIV_SANTE_CABINET
3832;PRIVE;24;EYZERAC;1;1;0;20.0;PRIV_SANTE_CABINET
3833;PRIVE;24;MARSAC-SUR-L'ISLE;1;1;0;20.0;PRIV_SANTE_CABINET
3834;PRIVE;24;SAINT-MEARD-DE-GURCON;1;1;0;20.0;PRIV_SANTE_CABINET
3835;PRIVE;24;TREMOLAT;1;1;0;20.0;PRIV_SANTE_CABINET
3836;PRIVE;24;VERGT;1;1;0;20.0;PRIV_SANTE_CABINET
3837;PRIVE;25;MAICHE;1;1;0;20.0;PRIV_SANTE_CABINET
3838;PRIVE;26;ALLEX;1;1;0;20.0;PRIV_SANTE_CABINET
3839;PRIVE;26;BUIS-LES-BARONNIES;1;1;0;20.0;PRIV_SANTE_CABINET
3840;PRIVE;26;CHATEAUNEUF-DU-RHONE;1;1;0;20.0;PRIV_SANTE_CABINET
3841;PRIVE;26;CHATILLON-SAINT-JEAN;1;1;0;20.0;PRIV_SANTE_CABINET
3842;PRIVE;26;DIEULEFIT;1;1;0;20.0;PRIV_SANTE_CABINET
3843;PRIVE;26;LORIOL-SUR-DROME;1;1;0;20.0;PRIV_BUREAU
3844;PRIVE;26;MALISSARD;1;1;0;20.0;PRIV_SANTE_CABINET
3845;PRIVE;26;PIERRELATTE;1;1;0;20.0;PRIV_SANTE_CABINET
3846;PRIVE;26;ROUSSAS;1;1;0;20.0;PRIV_SANTE_CABINET
3847;PRIVE;27;ACQUIGNY;1;1;0;20.0;IMMO_AGENCE
3848;PRIVE;27;BEUZEVILLE;1;1;0;20.0;PRIV_SANTE_CABINET
3849;PRIVE;27;BOURG-ACHARD;1;1;0;20.0;PRIV_SANTE_CABINET
3850;PRIVE;27;BRETAGNOLLES;1;1;0;20.0;PRIV_SANTE_CABINET
3851;PRIVE;27;CONCHES-EN-OUCHE;1;1;0;20.0;PRIV_SANTE_CABINET
3852;PRIVE;27;LA SAUSSAYE;1;1;0;20.0;PRIV_SANTE_CABINET
3853;PRIVE;27;MONTFORT-SUR-RISLE;1;1;0;20.0;PRIV_SANTE_CABINET
3854;PRIVE;27;VITOT;1;1;0;20.0;PRIV_RESTAURANT
3855;PRIVE;28;AUTHON-DU-PERCHE;1;1;0;20.0;PRIV_SANTE_CABINET
3856;PRIVE;28;LEVES;1;1;0;20.0;PRIV_SANTE_CABINET
3857;PRIVE;28;MOINVILLE-LA-JEULIN;1;1;0;20.0;IMMO_AGENCE
3858;PRIVE;28;SENONCHES;1;1;0;20.0;PRIV_SANTE_CABINET
3859;PRIVE;28;TOURY;1;1;0;20.0;PRIV_BUREAU
3860;PRIVE;28;VERNOUILLET;1;1;0;20.0;PRIV_SANTE_CABINET
3861;PRIVE;28;VILLEMEUX-SUR-EURE;1;1;0;20.0;PRIV_SANTE_CABINET
3862;PRIVE;29;CARANTEC;1;1;0;20.0;PRIV_SANTE_CABINET
3863;PRIVE;29;EDERN;1;1;0;20.0;PRIV_SANTE_CABINET
3864;PRIVE;29;HOPITAL-CAMFROUT;1;1;0;20.0;PRIV_SANTE_CABINET
3865;PRIVE;29;PLOMEUR;1;1;0;20.0;PRIV_SANTE_CABINET
3866;PRIVE;29;PLOUGASTEL-DAOULAS;1;1;0;20.0;PRIV_SANTE_CABINET
3867;PRIVE;29;PLOURIN-LES-MORLAIX;1;1;0;20.0;PRIV_SANTE_CABINET
3868;PRIVE;2A;ALATA;1;1;0;20.0;PRIV_SANTE_CABINET
3869;PRIVE;2A;COZZANO;1;1;0;20.0;PRIV_SANTE_CABINET
3870;PRIVE;2B;BORGO;1;1;0;20.0;PRIV_SANTE_CABINET
3871;PRIVE;2B;FURIANI;1;1;0;20.0;PRIV_SANTE_CABINET
3872;PRIVE;2B;L'ILE-ROUSSE;1;1;0;20.0;PRIV_SANTE_CABINET
3873;PRIVE;2B;OLETTA;1;1;0;20.0;PRIV_SANTE_CABINET
3874;PRIVE;2B;PATRIMONIO;1;1;0;20.0;PRIV_SANTE_CABINET
3875;PRIVE;2B;VENACO;1;1;0;20.0;PRIV_SANTE_CABINET
3876;PRIVE;30;BEZOUCE;1;1;0;20.0;PRIV_SANTE_CABINET
3877;PRIVE;30;FONS-SUR-LUSSAN;1;1;0;20.0;PRIV_SANTE_CABINET
3878;PRIVE;30;GARONS;1;1;0;20.0;PRIV_SANTE_CABINET
3879;PRIVE;30;LASALLE;1;1;0;20.0;PRIV_SANTE_CABINET
3880;PRIVE;30;SAINT LAURENT D'AIGOUZE;1;1;0;20.0;PRIV_SANTE_CABINET
3881;PRIVE;30;SAINT-GENIES-DE-MALGOIRES;1;1;0;20.0;PRIV_SANTE_CABINET
3882;PRIVE;30;SAINT-JULIEN-DE-PEYROLAS;1;1;0;20.0;PRIV_SANTE_CABINET
3883;PRIVE;30;TRESQUES;1;1;0;20.0;PRIV_SANTE_CABINET
3884;PRIVE;31;CARAMAN;1;1;0;20.0;PRIV_SANTE_CABINET
3885;PRIVE;31;ENCAUSSE-LES-THERMES;1;1;0;20.0;PRIV_SANTE_CABINET
3886;PRIVE;31;FENOUILLET;1;1;0;20.0;PRIV_SANTE_CABINET
3887;PRIVE;31;FLOURENS;1;1;0;20.0;PRIV_SANTE_CABINET
3888;PRIVE;31;FONSORBES;1;1;0;20.0;PRIV_SANTE_CABINET
3889;PRIVE;31;MONTREJEAU;1;1;0;20.0;PRIV_SANTE_CABINET
3890;PRIVE;31;NAILLOUX;1;1;0;20.0;PRIV_SANTE_CABINET
3891;PRIVE;31;NOE;1;1;0;20.0;PRIV_SANTE_CABINET
3892;PRIVE;31;RIEUMES;1;1;0;20.0;PRIV_SANTE_CABINET
3893;PRIVE;31;SAINT-LOUP-CAMMAS;1;1;0;20.0;PRIV_SANTE_CABINET
3894;PRIVE;31;SAINT-MARTORY;1;1;0;20.0;PRIV_SANTE_CABINET
3895;PRIVE;32;BLAZIERT;1;1;0;20.0;PRIV_SANTE_CABINET
3896;PRIVE;32;CASTERA-VERDUZAN;1;1;0;20.0;PRIV_SANTE_CABINET
3897;PRIVE;32;CONDOM;1;1;0;20.0;PRIV_SANTE_CABINET
3898;PRIVE;32;L'ISLE-JOURDAIN;1;1;0;20.0;PRIV_BUREAU
3899;PRIVE;32;MIRANDE;1;1;0;20.0;PRIV_SANTE_CABINET
3900;PRIVE;32;SAMATAN;1;1;0;20.0;PRIV_SANTE_CABINET
3901;PRIVE;32;SIMORRE;1;1;0;20.0;PRIV_SANTE_CABINET
3902;PRIVE;33;ARSAC;1;1;0;20.0;PRIV_SANTE_CABINET
3903;PRIVE;33;CAPTIEUX;1;1;0;20.0;PRIV_SANTE_CABINET
3904;PRIVE;33;GENSAC;1;1;0;20.0;PRIV_SANTE_CABINET
3905;PRIVE;33;GUILLAC;1;1;0;20.0;PRIV_SANTE_CABINET
3906;PRIVE;33;LA BREDE;1;1;0;20.0;IMMO_AGENCE
3907;PRIVE;33;LANTON;1;1;0;20.0;PRIV_SANTE_CABINET
3908;PRIVE;33;LATRESNE;1;1;0;20.0;PRIV_SANTE_CABINET
3909;PRIVE;33;LE TAILLAN-MEDOC;1;1;0;20.0;PRIV_SANTE_CABINET
3910;PRIVE;33;LOUPES;1;1;0;20.0;PRIV_SANTE_CABINET
3911;PRIVE;33;MARANSIN;1;1;0;20.0;PRIV_SANTE_CABINET
3912;PRIVE;33;MARGAUX-CANTENAC;1;1;0;20.0;PRIV_BUREAU
3913;PRIVE;33;MARSAS;1;1;0;20.0;PRIV_SANTE_CABINET
3914;PRIVE;33;NAUJAN-ET-POSTIAC;1;1;0;20.0;PRIV_SANTE_CABINET
3915;PRIVE;33;PINEUILH;1;1;0;20.0;PRIV_SANTE_CABINET
3916;PRIVE;33;SAINT-GERMAIN-DU-PUCH;1;1;0;20.0;PRIV_SANTE_CABINET
3917;PRIVE;33;SAINT-QUENTIN-DE-BARON;1;1;0;20.0;PRIV_SANTE_CABINET
3918;PRIVE;33;SAINT-SULPICE-ET-CAMEYRAC;1;1;0;20.0;PRIV_SANTE_CABINET
3919;PRIVE;33;SAINTE-EULALIE;1;1;0;20.0;PRIV_SANTE_CABINET
3920;PRIVE;33;SALLEBOEUF;1;1;0;20.0;PRIV_SANTE_CABINET
3921;PRIVE;33;SOULAC-SUR-MER;1;1;0;20.0;PRIV_SANTE_CABINET
3922;PRIVE;33;TABANAC;1;1;0;20.0;PRIV_SANTE_CABINET
3923;PRIVE;33;VAYRES;1;1;0;20.0;PRIV_SANTE_CABINET
3924;PRIVE;34;BALARUC-LE-VIEUX;1;1;0;20.0;PRIV_SANTE_CABINET
3925;PRIVE;34;BOISSERON;1;1;0;20.0;PRIV_SANTE_CABINET
3926;PRIVE;34;COURNONSEC;1;1;0;20.0;PRIV_SANTE_CABINET
3927;PRIVE;34;LAMALOU-LES-BAINS;1;1;0;20.0;PRIV_SANTE_CABINET
3928;PRIVE;34;LE BOUSQUET-D'ORB;1;1;0;20.0;PRIV_SANTE_CABINET
3929;PRIVE;34;PINET;1;1;0;20.0;PRIV_SANTE_CABINET
3930;PRIVE;34;SAINT-BRES;1;1;0;20.0;PRIV_SANTE_CABINET
3931;PRIVE;34;SOUMONT;1;1;0;20.0;PRIV_SANTE_CABINET
3932;PRIVE;34;TOURBES;1;1;0;20.0;PRIV_SANTE_CABINET
3933;PRIVE;34;VALRAS-PLAGE;1;1;0;20.0;PRIV_SANTE_CABINET
3934;PRIVE;34;VIOLS-LE-FORT;1;1;0;20.0;PRIV_SANTE_CABINET
3935;PRIVE;35;AUBIGNE;1;1;0;20.0;PRIV_SANTE_CABINET
3936;PRIVE;35;CHATEAUGIRON;1;1;0;20.0;PRIV_SANTE_CABINET
3937;PRIVE;35;JANZE;1;1;0;20.0;PRIV_SANTE_CABINET
3938;PRIVE;35;LA MEZIERE;1;1;0;20.0;PRIV_SANTE_CABINET
3939;PRIVE;35;MAEN ROCH;1;1;0;20.0;PRIV_SANTE_CABINET
3940;PRIVE;35;PLECHATEL;1;1;0;20.0;PRIV_SANTE_CABINET
3941;PRIVE;35;SAINT-JACQUES-DE-LA-LANDE;1;1;0;20.0;PRIV_SANTE_CABINET
3942;PRIVE;35;TORCE;1;1;0;20.0;PRIV_RESTAURANT
3943;PRIVE;35;VEZIN-LE-COQUET;1;1;0;20.0;PRIV_SANTE_CABINET
3944;PRIVE;36;CHABRIS;1;1;0;20.0;PRIV_SANTE_CABINET
3945;PRIVE;36;ISSOUDUN;1;1;0;20.0;PRIV_SANTE_CABINET
3946;PRIVE;36;LE BLANC;1;1;0;20.0;PRIV_SANTE_CABINET
3947;PRIVE;36;OULCHES;1;1;0;20.0;PRIV_SANTE_CABINET
3948;PRIVE;36;PALLUAU-SUR-INDRE;1;1;0;20.0;PRIV_SANTE_CABINET
3949;PRIVE;37;AZAY-LE-RIDEAU;1;1;0;20.0;PRIV_SANTE_CABINET
3950;PRIVE;37;BENAIS;1;1;0;20.0;PRIV_RESTAURANT
3951;PRIVE;37;CHARGE;1;1;0;20.0;PRIV_SANTE_CABINET
3952;PRIVE;37;FRANCUEIL;1;1;0;20.0;PRIV_RESTAURANT
3953;PRIVE;37;LARCAY;1;1;0;20.0;PRIV_SANTE_CABINET
3954;PRIVE;38;CROLLES;1;1;0;20.0;PRIV_SANTE_CABINET
3955;PRIVE;38;L'ISLE-D'ABEAU;1;1;0;20.0;PRIV_SANTE_CABINET
3956;PRIVE;38;LA BUISSE;1;1;0;20.0;PRIV_SANTE_CABINET
3957;PRIVE;38;LANS-EN-VERCORS;1;1;0;20.0;PRIV_SANTE_CABINET
3958;PRIVE;38;MEYRIE;1;1;0;20.0;PRIV_SANTE_CABINET
3959;PRIVE;38;MONESTIER DE CLERMONT;1;1;0;20.0;PRIV_SANTE_CABINET
3960;PRIVE;38;ROUSSILLON;1;1;0;20.0;PRIV_SANTE_CABINET
3961;PRIVE;38;SAINT-ALBAN-DE-ROCHE;1;1;0;20.0;PRIV_SANTE_CABINET
3962;PRIVE;38;SAINT-EGREVE;1;1;0;20.0;PRIV_SANTE_CABINET
3963;PRIVE;38;SAINT-NAZAIRE-LES-EYMES;1;1;0;20.0;PRIV_SANTE_CABINET
3964;PRIVE;38;SAINT-ROMAIN-DE-JALIONAS;1;1;0;20.0;PRIV_SANTE_CABINET
3965;PRIVE;38;TULLINS;1;1;0;20.0;PRIV_SANTE_CABINET
3966;PRIVE;38;VERNIOZ;1;1;0;20.0;PRIV_SANTE_CABINET
3967;PRIVE;38;VILLETTE-DE-VIENNE;1;1;0;20.0;PRIV_SANTE_CABINET
3968;PRIVE;38;VOREPPE;1;1;0;20.0;PRIV_SANTE_CABINET
3969;PRIVE;39;DAMPARIS;1;1;0;20.0;PRIV_SANTE_CABINET
3970;PRIVE;39;HAUTS DE BIENNE;1;1;0;20.0;PRIV_SANTE_CABINET
3971;PRIVE;39;MACORNAY;1;1;0;20.0;PRIV_SANTE_CABINET
3972;PRIVE;39;SAINT-AUBIN;1;1;0;20.0;PRIV_SANTE_CABINET
3973;PRIVE;40;ESTIBEAUX;1;1;0;20.0;PRIV_SANTE_CABINET
3974;PRIVE;40;MUGRON;1;1;0;20.0;PRIV_SANTE_CABINET
3975;PRIVE;40;ONDRES;1;1;0;20.0;PRIV_SANTE_CABINET
3976;PRIVE;40;PIMBO;1;1;0;20.0;PRIV_SANTE_CABINET
3977;PRIVE;40;SAINT-JUSTIN;1;1;0;20.0;PRIV_SANTE_CABINET
3978;PRIVE;40;SAINT-MARTIN-D'ONEY;1;1;0;20.0;PRIV_SANTE_CABINET
3979;PRIVE;40;TARTAS;1;1;0;20.0;PRIV_SANTE_CABINET
3980;PRIVE;40;YGOS-SAINT-SATURNIN;1;1;0;20.0;PRIV_SANTE_CABINET
3981;PRIVE;41;BRACIEUX;1;1;0;20.0;PRIV_SANTE_CABINET
3982;PRIVE;41;HUISSEAU-SUR-COSSON;1;1;0;20.0;PRIV_SANTE_CABINET
3983;PRIVE;41;LA CHAUSSEE-SAINT-VICTOR;1;1;0;20.0;PRIV_SANTE_CABINET
3984;PRIVE;41;MONTRICHARD VAL DE CHER;1;1;0;20.0;PRIV_SANTE_CABINET
3985;PRIVE;41;SAINT-GERVAIS-LA-FORET;1;1;0;20.0;PRIV_BUREAU
3986;PRIVE;42;COMMELLE-VERNAY;1;1;0;20.0;PRIV_SANTE_CABINET
3987;PRIVE;42;LA TALAUDIERE;1;1;0;20.0;PRIV_SANTE_CABINET
3988;PRIVE;42;RIVE-DE-GIER;1;1;0;20.0;PRIV_SANTE_CABINET
3989;PRIVE;43;LAVOUTE-SUR-LOIRE;1;1;0;20.0;PRIV_SANTE_CABINET
3990;PRIVE;43;LE MONASTIER-SUR-GAZEILLE;1;1;0;20.0;PRIV_SANTE_CABINET
3991;PRIVE;43;MONISTROL-SUR-LOIRE;1;1;0;20.0;PRIV_SANTE_CABINET
3992;PRIVE;44;CARQUEFOU;1;1;0;20.0;PRIV_SANTE_CABINET
3993;PRIVE;44;CROSSAC;1;1;0;20.0;PRIV_SANTE_CABINET
3994;PRIVE;44;DIVATTE-SUR-LOIRE;1;1;0;20.0;PRIV_BUREAU
3995;PRIVE;44;FROSSAY;1;1;0;20.0;PRIV_SANTE_CABINET
3996;PRIVE;44;LA PLAINE-SUR-MER;1;1;0;20.0;PRIV_SANTE_CABINET
3997;PRIVE;44;LE CELLIER;1;1;0;20.0;PRIV_SANTE_CABINET
3998;PRIVE;44;ROUANS;1;1;0;20.0;PRIV_SANTE_CABINET
3999;PRIVE;44;SAINT-JOACHIM;1;1;0;20.0;PRIV_SANTE_CABINET
4000;PRIVE;44;SAINT-LYPHARD;1;1;0;20.0;PRIV_RESTAURANT
4001;PRIVE;44;TREILLIERES;1;1;0;20.0;PRIV_SANTE_CABINET
4002;PRIVE;44;TRIGNAC;1;1;0;20.0;PRIV_SANTE_CABINET
4003;PRIVE;44;VALLET;1;1;0;20.0;PRIV_SANTE_CABINET
4004;PRIVE;45;ASCHERES-LE-MARCHE;1;1;0;20.0;PRIV_SANTE_CABINET
4005;PRIVE;45;COMBREUX;1;1;0;20.0;PRIV_SANTE_CABINET
4006;PRIVE;45;JARGEAU;1;1;0;20.0;PRIV_SANTE_CABINET
4007;PRIVE;45;MARDIE;1;1;0;20.0;PRIV_SANTE_CABINET
4008;PRIVE;45;ORMES;1;1;0;20.0;PRIV_SANTE_CABINET
4009;PRIVE;45;OUTARVILLE;1;1;0;20.0;PRIV_SANTE_CABINET
4010;PRIVE;45;PUISEAUX;1;1;0;20.0;PRIV_SANTE_CABINET
4011;PRIVE;45;SANDILLON;1;1;0;20.0;PRIV_SANTE_CABINET
4012;PRIVE;45;SERMAISES;1;1;0;20.0;PRIV_SANTE_CABINET
4013;PRIVE;46;DURAVEL;1;1;0;20.0;PRIV_SANTE_CABINET
4014;PRIVE;46;GOURDON;1;1;0;20.0;PRIV_SANTE_CABINET
4015;PRIVE;47;AIGUILLON;1;1;0;20.0;PRIV_RESTAURANT
4016;PRIVE;47;FOURQUES-SUR-GARONNE;1;1;0;20.0;PRIV_SANTE_CABINET
4017;PRIVE;47;FUMEL;1;1;0;20.0;PRIV_SANTE_CABINET
4018;PRIVE;47;PORT-SAINTE-MARIE;1;1;0;20.0;PRIV_SANTE_CABINET
4019;PRIVE;47;PRAYSSAS;1;1;0;20.0;PRIV_SANTE_CABINET
4020;PRIVE;47;SOS;1;1;0;20.0;PRIV_SANTE_CABINET
4021;PRIVE;47;THEZAC;1;1;0;20.0;PRIV_SANTE_CABINET
4022;PRIVE;48;VILLEFORT;1;1;0;20.0;PRIV_SANTE_CABINET
4023;PRIVE;49;BELLEVIGNE-LES-CHATEAUX;1;1;0;20.0;PRIV_SANTE_CABINET
4024;PRIVE;49;CHAMPTOCEAUX;1;1;0;20.0;PRIV_SANTE_CABINET
4025;PRIVE;49;LES HAUTS-D'ANJOU;1;1;0;20.0;PRIV_SANTE_CABINET
4026;PRIVE;49;OMBREE D'ANJOU;1;1;0;20.0;PRIV_SANTE_CABINET
4027;PRIVE;49;SEVREMOINE;1;1;0;20.0;PRIV_SANTE_CABINET
4028;PRIVE;49;TRELAZE;1;1;0;20.0;PRIV_SANTE_CABINET
4029;PRIVE;49;VAL-DU-LAYON;1;1;0;20.0;PRIV_RESTAURANT
4030;PRIVE;50;BARENTON;1;1;0;20.0;PRIV_SANTE_CABINET
4031;PRIVE;50;BRICQUEVILLE-SUR-MER;1;1;0;20.0;PRIV_SANTE_CABINET
4032;PRIVE;50;BRIX;1;1;0;20.0;PRIV_SANTE_CABINET
4033;PRIVE;50;LA HAYE;1;1;0;20.0;PRIV_SANTE_CABINET
4034;PRIVE;50;LESSAY;1;1;0;20.0;PRIV_SANTE_CABINET
4035;PRIVE;50;PERCY-EN-NORMANDIE;1;1;0;20.0;PRIV_SANTE_CABINET
4036;PRIVE;50;PORT-BAIL-SUR-MER;1;1;0;20.0;PRIV_SANTE_CABINET
4037;PRIVE;50;REVILLE;1;1;0;20.0;PRIV_SANTE_CABINET
4038;PRIVE;50;SAINT-SAUVEUR-LE-VICOMTE;1;1;0;20.0;PRIV_SANTE_CABINET
4039;PRIVE;51;ANGLURE;1;1;0;20.0;PRIV_SANTE_CABINET
4040;PRIVE;51;FRIGNICOURT;1;1;0;20.0;PRIV_SANTE_CABINET
4041;PRIVE;51;HERMONVILLE;1;1;0;20.0;PRIV_SANTE_CABINET
4042;PRIVE;51;SAINT-BRICE-COURCELLES;1;1;0;20.0;PRIV_SANTE_CABINET
4043;PRIVE;52;BOURBONNE-LES-BAINS;1;1;0;20.0;PRIV_SANTE_CABINET
4044;PRIVE;53;CHATEAU-GONTIER-SUR-MAYENNE;1;1;0;20.0;PRIV_SANTE_CABINET
4045;PRIVE;53;GORRON;1;1;0;20.0;PRIV_SANTE_CABINET
4046;PRIVE;53;LE GENEST-SAINT-ISLE;1;1;0;20.0;PRIV_BUREAU
4047;PRIVE;53;MOULAY;1;1;0;20.0;PRIV_SANTE_CABINET
4048;PRIVE;53;PRE-EN-PAIL-SAINT-SAMSON;1;1;0;20.0;PRIV_SANTE_CABINET
4049;PRIVE;54;AUBOUE;1;1;0;20.0;PRIV_SANTE_CABINET
4050;PRIVE;54;LAXOU;1;1;0;20.0;PRIV_SANTE_CABINET
4051;PRIVE;54;VAL DE BRIEY;1;1;0;20.0;IMMO_AGENCE
4052;PRIVE;56;AMBON;1;1;0;20.0;PRIV_SANTE_CABINET
4053;PRIVE;56;BAUD;1;1;0;20.0;PRIV_SANTE_CABINET
4054;PRIVE;56;CLEGUER;1;1;0;20.0;PRIV_SANTE_CABINET
4055;PRIVE;56;GROIX;1;1;0;20.0;PRIV_SANTE_CABINET
4056;PRIVE;56;LA TRINITE-PORHOET;1;1;0;20.0;PRIV_SANTE_CABINET
4057;PRIVE;56;LOCMIQUELIC;1;1;0;20.0;PRIV_SANTE_CABINET
4058;PRIVE;56;LOCOAL-MENDON;1;1;0;20.0;PRIV_SANTE_CABINET
4059;PRIVE;56;LOCQUELTAS;1;1;0;20.0;PRIV_SANTE_CABINET
4060;PRIVE;56;PEAULE;1;1;0;20.0;PRIV_SANTE_CABINET
4061;PRIVE;56;PLUHERLIN;1;1;0;20.0;PRIV_SANTE_CABINET
4062;PRIVE;56;SAINT-GILDAS-DE-RHUYS;1;1;0;20.0;PRIV_SANTE_CABINET
4063;PRIVE;57;FAREBERSVILLER;1;1;0;20.0;PRIV_SANTE_CABINET
4064;PRIVE;57;FONTOY;1;1;0;20.0;PRIV_SANTE_CABINET
4065;PRIVE;57;GROSBLIEDERSTROFF;1;1;0;20.0;PRIV_SANTE_CABINET
4066;PRIVE;57;METZERVISSE;1;1;0;20.0;PRIV_SANTE_CABINET
4067;PRIVE;57;WOIPPY;1;1;0;20.0;PRIV_SANTE_CABINET
4068;PRIVE;58;SAINT ELOI;1;1;0;20.0;PRIV_SANTE_CABINET
4069;PRIVE;58;VARZY;1;1;0;20.0;PRIV_SANTE_CABINET
4070;PRIVE;59;ARMENTIERES;1;1;0;20.0;PRIV_SANTE_CABINET
4071;PRIVE;59;AULNOYE-AYMERIES;1;1;0;20.0;PRIV_SANTE_CABINET
4072;PRIVE;59;BOIS-GRENIER;1;1;0;20.0;PRIV_SANTE_CABINET
4073;PRIVE;59;COMINES;1;1;0;20.0;PRIV_SANTE_CABINET
4074;PRIVE;59;COUDEKERQUE-BRANCHE;1;1;0;20.0;PRIV_SANTE_CABINET
4075;PRIVE;59;DUNKERQUE;1;1;0;20.0;PRIV_SANTE_CABINET
4076;PRIVE;59;FELLERIES;1;1;0;20.0;PRIV_SANTE_CABINET
4077;PRIVE;59;HALLUIN;1;1;0;20.0;PRIV_SANTE_CABINET
4078;PRIVE;59;VENDEVILLE;1;1;0;20.0;PRIV_SANTE_CABINET
4079;PRIVE;59;WALINCOURT-SELVIGNY;1;1;0;20.0;PRIV_SANTE_CABINET
4080;PRIVE;59;WIGNEHIES;1;1;0;20.0;PRIV_SANTE_CABINET
4081;PRIVE;60;AUMONT-EN-HALATTE;1;1;0;20.0;IMMO_AGENCE
4082;PRIVE;60;MONT-L'EVEQUE;1;1;0;20.0;PRIV_BUREAU
